expiry_days,expiry_years,strike,moneyness,option_type,market_price,use_for_iv,iv,pct_error_flat_vol,pct_error_svi_vol
2,0.005479452054794521,722.0,0.9637332200569299,put,0.33,True,0.30182816364413484,18.46989860616991,7.147059170564734
2,0.005479452054794521,723.0,0.9650680306110253,put,0.35,True,0.2962864150332284,28.56226160633965,5.752021098263878
2,0.005479452054794521,724.0,0.9664028411651208,put,0.38,True,0.29208947339823677,35.88153785167341,6.3489619301417655
2,0.005479452054794521,725.0,0.9677376517192163,put,0.45,True,0.29339465008366783,31.283811570039827,14.496817118201005
2,0.005479452054794521,726.0,0.9690724622733118,put,0.4,True,0.27646196350119284,68.49028675255438,4.229367661659461
2,0.005479452054794521,727.0,0.9704072728274072,put,0.5,True,0.2809091083860511,53.328225500013104,9.446951667126768
2,0.005479452054794521,728.0,0.9717420833815027,put,0.61,True,0.28454245535233963,42.554304776099606,19.213063172443725
2,0.005479452054794521,729.0,0.9730768939355982,put,0.64,True,0.2777066806710398,53.68233478876725,16.002440380263796
2,0.005479452054794521,730.0,0.9744117044896936,put,0.72,True,0.27584096988103773,54.083429459710445,18.367063666310276
2,0.005479452054794521,731.0,0.9757465150437891,put,0.8,True,0.27309996133640313,55.987193618672734,19.494243141745223
